plt_cn,condid,invyr,statecd,countycd,plot,smplnnbr,measyear,forflthk,ltrlrthk,forflthkn,ltrlrthkn,forflthks,ltrlrthks,forflthke,ltrlrthke,forflthkw,ltrlrthkw,vstnbr,txtrlyr1,txtrlyr2,dpthsbsl,soils_statcd
20262464010478,1,2004,12,23,15,3,2003,0.15,0.15,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,1,0,0,2.5,1
20262464010478,1,2004,12,23,15,4,2003,0.175,0.15,0.2,0.2,0.1,0,0.2,0.2,0.2,0.2,1,0,0,3,1
20248419010478,1,2004,12,55,45,2,2003,0.025,0,0,0,0,0,0.1,0,0,0,1,1,3,2.8,1
20248419010478,1,2004,12,55,45,3,2003,0.25,0.175,0.2,0.1,0.2,0.2,0.3,0.2,0.3,0.2,1,0,0,4.8,1
20248419010478,1,2004,12,55,45,4,2003,0.25,0.1,0.2,0.1,0.2,0.1,0.3,0.1,0.3,0.1,1,0,0,3.2,1
20353307010478,1,2004,12,105,81,2,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
20353307010478,1,2004,12,105,81,3,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
20353307010478,1,2004,12,105,81,4,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
20260044010478,1,2004,12,17,18,2,2003,0.175,0.125,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,1,4,4,5,1
20260044010478,1,2004,12,17,18,3,2003,0.175,0.125,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,1,0,0,5,1
20260044010478,1,2004,12,17,18,4,2003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0,0,5,1
140571206010478,1,2007,12,5,88,3,2006,0.5,0.4,0.4,0.3,0.6,0.5,0.6,0.5,0.4,0.3,1,0,0,0.1,1
20233591010478,1,2004,12,75,33,2,2003,0.075,0.075,0.2,0.2,0,0,0,0,0.1,0.1,1,1,1,2.4,1
20233591010478,1,2004,12,75,33,3,2003,0.7,0.2,0.9,0.2,0.6,0.2,0.6,0.2,0.7,0.2,1,0,0,2.7,1
20233591010478,1,2004,12,75,33,4,2003,0.325,0.15,0.3,0.1,0.6,0.2,0.2,0.1,0.2,0.2,1,0,0,0.2,1
66520819010661,1,2001,29,73,20014,4,2001,1.1,1.1,1.2,1.2,1.6,1.6,0.4,0.4,1.2,1.2,1,,,5.9,1
66526416010661,3,2001,29,83,20082,2,2001,1,1,0.4,0.4,1.2,1.2,1.6,1.6,0.8,0.8,1,1,1,10.2,1
66526416010661,,2001,29,83,20082,3,2001,,,,,,,,,,,1,,,,2
66526416010661,3,2001,29,83,20082,4,2001,1.975,1.8,1.2,1.2,3.1,2.8,2,1.6,1.6,1.6,1,,,16.1,1
66531933010661,1,2001,29,223,20150,2,2001,2,1.4,2,1.2,2,1.6,1.6,1.2,2.4,1.6,1,2,2,7.5,1
66531933010661,1,2001,29,223,20150,3,2001,2.2,1.7,2.8,2,1.6,1.2,2,1.6,2.4,2,1,,,2,1
66531933010661,1,2001,29,223,20150,4,2001,1.8,1.3,1.6,1.2,2,1.6,2,1.2,1.6,1.2,1,,,8.3,1
66538789010661,1,2001,29,187,20014,2,2001,1.1,1.1,1.6,1.6,0.8,0.8,1.2,1.2,0.8,0.8,1,2,2,12.2,1
66538789010661,1,2001,29,187,20014,3,2001,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0,0,1,,,3.5,1
66538789010661,1,2001,29,187,20014,4,2001,1.1,1.1,0.4,0.4,2,2,0.4,0.4,1.6,1.6,1,,,1.2,1
66540461010661,1,2001,29,189,20026,2,2001,0,0,0,0,0,0,0,0,0,0,1,1,1,20,1
66540461010661,1,2001,29,189,20026,3,2001,0.6,0.6,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,1,,,11.8,1
66540461010661,1,2001,29,189,20026,4,2001,1.4,1.4,2,2,0.8,0.8,1.6,1.6,1.2,1.2,1,,,16.5,1
66544081010661,1,2001,29,203,20248,2,2001,1.5,1.1,1.6,1.2,1.6,1.2,1.6,1.2,1.2,0.8,1,0,0,3.5,1
66544081010661,1,2001,29,203,20248,3,2001,2.4,1.3,2.8,0.8,1.2,1.2,2.8,1.2,2.8,2,1,,,1.2,1
66544081010661,1,2001,29,203,20248,4,2001,3.05,2.3,2,1.6,3.1,2.4,4.3,2.8,2.8,2.4,1,,,2.4,1
66558919010661,1,2001,29,219,20072,2,2001,1.3,1.2,0.8,0.8,1.2,1.2,1.2,1.2,2,1.6,1,2,2,20,1
66558919010661,1,2001,29,219,20072,3,2001,1.3,1.3,0.4,0.4,1.2,1.2,2,2,1.6,1.6,1,,,5.1,1
66558919010661,1,2001,29,219,20072,4,2001,1.8,1.5,2,1.6,1.2,1.2,1.6,1.6,2.4,1.6,1,,,7.5,1
66560589010661,1,2001,29,221,20085,2,2001,2.375,1.3,2.4,1.6,2,0.8,3.5,1.6,1.6,1.2,1,2,2,3.1,1
66560589010661,1,2001,29,221,20085,3,2001,2.3,1.6,2.4,2,2,2,2.4,1.2,2.4,1.2,1,,,5.1,1
66560589010661,1,2001,29,221,20085,4,2001,2.475,1.3,2.4,1.2,2,1.6,1.6,1.2,3.9,1.2,1,,,6.7,1
66563725010661,1,2001,29,223,20081,2,2001,1,0.7,0.8,0.8,2.4,1.2,0.4,0.4,0.4,0.4,1,2,2,3.9,1
66563725010661,1,2001,29,223,20081,3,2001,2.925,2.3,3.1,2.4,3.5,2.8,3.1,2,2,2,1,,,2,1
66563725010661,1,2001,29,223,20081,4,2001,1.5,1.2,1.6,1.2,1.2,0.8,1.2,1.2,2,1.6,1,,,0.8,1
66567060010661,1,2001,29,149,20142,2,2001,1.775,1,3.1,0.8,2,1.6,1.2,0.8,0.8,0.8,1,2,2,11.8,1
66567060010661,1,2001,29,149,20142,3,2001,2.3,1.7,2.4,1.6,2,1.6,2.8,2,2,1.6,1,,,1.2,1
66567060010661,1,2001,29,149,20142,4,2001,0.6,0.4,0,0,0.8,0.4,0.8,0.8,0.8,0.4,1,,,3.1,1
66570781010661,1,2001,29,151,20044,2,2001,1.1,0.9,1.6,1.2,0.8,0.8,1.2,1.2,0.8,0.4,1,1,2,4.7,1
66570781010661,1,2001,29,151,20044,3,2001,0.5,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,1,,,9.1,1
66570781010661,1,2001,29,151,20044,4,2001,0.8,0.7,1.2,1.2,0.4,0.4,1.6,1.2,0,0,1,,,13.8,1
66572135010661,1,2001,29,153,29007,2,2001,1.4,1.1,0.8,0.8,1.6,0.8,1.2,1.2,2,1.6,1,2,2,2.4,1
66572135010661,1,2001,29,153,29007,3,2001,2.65,2.1,2.4,2,3.1,2.4,2,2,3.1,2,1,,,2.4,1
66572135010661,1,2001,29,153,29007,4,2001,1.1,0.4,1.6,0.4,1.2,0.4,0.4,0.4,1.2,0.4,1,,,0.8,1
66572394010661,1,2001,29,153,20071,2,2001,1.8,1.4,1.6,1.6,2,1.2,1.2,1.2,2.4,1.6,1,0,0,0.4,1
66572394010661,1,2001,29,153,20071,3,2001,1.3,1,0.4,0.4,2,1.2,1.2,1.2,1.6,1.2,1,,,1.6,1
66572394010661,1,2001,29,153,20071,4,2001,1.1,1,1.2,1.2,0.8,0.8,1.6,1.2,0.8,0.8,1,,,3.1,1
66575305010661,,2001,29,157,20043,2,2001,,,,,,,,,,,1,,,,2
66575305010661,2,2001,29,157,20043,3,2001,1.7,1.7,2.8,2.8,1.2,1.2,1.2,1.2,1.6,1.6,1,,,10.6,1
66575305010661,,2001,29,157,20043,4,2001,,,,,,,,,,,1,,,,2
66577571010661,1,2001,29,161,20061,2,2001,3.425,2.2,4.3,2.8,2,1.6,3.5,2,3.9,2.4,1,3,3,1.2,1
66577571010661,2,2001,29,161,20061,3,2001,0.8,0.2,0.4,0,1.2,0.4,1.2,0.4,0.4,0,1,,,1.6,1
66577571010661,1,2001,29,161,20061,4,2001,5.3,3.325,6.7,2.8,5.5,3.5,4.7,3.5,4.3,3.5,1,,,3.1,1
66583797010661,,2001,29,175,20052,2,2001,,,,,,,,,,,1,,,,2
66583797010661,,2001,29,175,20052,3,2001,,,,,,,,,,,1,,,,2
66583797010661,2,2001,29,175,20052,4,2001,1.1,1.1,0.4,0.4,1.6,1.6,1.2,1.2,1.2,1.2,1,,,20,1
66597991010661,1,2001,29,99,20051,2,2001,2.3,2.2,2.8,2.4,2.4,2.4,2,2,2,2,1,2,2,5.9,1
66597991010661,1,2001,29,99,20051,3,2001,0.8,0.8,0.4,0.4,0.8,0.8,1.2,1.2,0.8,0.8,1,,,5.9,1
66597991010661,1,2001,29,99,20051,4,2001,1.7,1.4,1.6,0.8,2,1.6,2.4,2.4,0.8,0.8,1,,,2.4,1
66600617010661,2,2001,29,105,20170,2,2001,1.2,0.6,1.2,0.4,0.8,0.4,1.6,0.8,1.2,0.8,1,1,1,5.5,1
66600617010661,,2001,29,105,20170,3,2001,,,,,,,,,,,1,,,,2
66600617010661,1,2001,29,105,20170,4,2001,2,1.6,2,2,2.4,2,1.6,1.2,2,1.2,1,,,2,1
66604964010661,,2001,29,119,20015,2,2001,,,,,,,,,,,1,,,,2
66604964010661,2,2001,29,119,20015,3,2001,0.4,0.4,1.2,1.2,0,0,0.4,0.4,0,0,1,,,2.4,1
66604964010661,,2001,29,119,20015,4,2001,,,,,,,,,,,1,,,,2
66607521010661,1,2001,29,123,20030,2,2001,5.9,4.8,5.5,4.3,7.1,5.9,3.9,3.5,7.1,5.5,1,2,2,16.9,1
66607521010661,1,2001,29,123,20030,3,2001,1.7,1.7,1.6,1.6,1.6,1.6,2,2,1.6,1.6,1,,,12.6,1
66607521010661,1,2001,29,123,20030,4,2001,2.85,2,2,1.2,2.4,1.2,3.9,2.8,3.1,2.8,1,,,16.5,1
66609212010661,1,2001,29,125,20015,2,2001,1.3,0.9,1.6,1.2,1.2,0.8,1.6,0.8,0.8,0.8,1,2,2,2.8,1
66609212010661,1,2001,29,125,20015,3,2001,0.6,0.6,0.8,0.8,0.4,0.4,0.4,0.4,0.8,0.8,1,,,2,1
66609212010661,1,2001,29,125,20015,4,2001,1.2,1,1.2,0.8,0.8,0.8,1.2,1.2,1.6,1.2,1,,,2.4,1
66610241010661,1,2001,29,127,20041,2,2001,0.1,0.1,0,0,0,0,0.4,0.4,0,0,1,3,3,8.7,1
66610241010661,1,2001,29,127,20041,3,2001,0,0,0,0,0,0,0,0,0,0,1,,,0.8,1
66610241010661,,2001,29,127,20041,4,2001,,,,,,,,,,,1,,,,2
66614195010661,1,2001,29,139,20129,2,2001,1.2,1.2,2,2,0.8,0.8,0.8,0.8,1.2,1.2,1,1,2,20,1
66614195010661,1,2001,29,139,20129,3,2001,2,1.6,2.8,2.4,0.8,0.8,2,1.6,2.4,1.6,1,,,18.9,1
66614195010661,1,2001,29,139,20129,4,2001,2.1,1.2,2,1.2,2.8,1.6,2,1.6,1.6,0.4,1,,,19.3,1
66616036010661,1,2001,29,141,20218,2,2001,0.9,0.5,1.2,0.8,0.4,0,0.8,0.4,1.2,0.8,1,0,9,1.2,1
66616036010661,1,2001,29,141,20218,3,2001,0.2,0.1,0,0,0,0,0.4,0,0.4,0.4,1,,,0,1
66616036010661,1,2001,29,141,20218,4,2001,0.5,0.1,0.4,0,0.4,0,0.4,0,0.8,0.4,1,,,11,1
67034380010661,1,2002,29,223,20274,2,2002,3.525,2.275,3.9,3.1,3.5,2,3.9,2.4,2.8,1.6,1,1,1,5.1,1
67034380010661,1,2002,29,223,20274,3,2002,1.7,1,2.4,1.2,1.6,0.8,1.2,0.8,1.6,1.2,1,,,1.2,1
67034380010661,1,2002,29,223,20274,4,2002,2.575,1.7,2.4,1.6,2,1.2,2.4,2,3.5,2,1,,,4.3,1
67037698010661,,2002,29,185,20020,2,2002,,,,,,,,,,,1,,,,2
67037698010661,,2002,29,185,20020,3,2002,,,,,,,,,,,1,,,,2
67037698010661,,2002,29,185,20020,4,2002,,,,,,,,,,,1,,,,2
67051606010661,1,2002,29,209,20044,2,2002,3.75,1.1,4.7,1.6,2.4,0.8,5.1,1.2,2.8,0.8,1,1,1,0.8,1
67051606010661,1,2002,29,209,20044,3,2002,1.3,0.7,0.8,0.4,1.2,0.8,2,0.8,1.2,0.8,1,,,2,1
67051606010661,1,2002,29,209,20044,4,2002,1,0.6,0.8,0.4,0.8,0.4,1.2,0.8,1.2,0.8,1,,,7.5,1
67054167010661,,2002,29,213,29016,2,2002,,,,,,,,,,,1,,,,3
67054167010661,1,2002,29,213,29016,3,2002,1.5,0.8,1.6,0.8,1.6,0.8,1.6,0.8,1.2,0.8,1,,,3.1,1
67054167010661,1,2002,29,213,29016,4,2002,4.1,0.8,3.9,0.8,3.9,0.8,4.3,0.8,4.3,0.8,1,,,2.4,1
67054287010661,,2002,29,215,20024,2,2002,,,,,,,,,,,1,,,,2
67054287010661,1,2002,29,215,20024,3,2002,4.5,0.7,3.1,0.8,5.1,1.2,5.5,0.8,4.3,0,1,,,1.2,1
67054287010661,1,2002,29,215,20024,4,2002,0.8,0.4,0.8,0.4,0.8,0.4,0.8,0.4,0.8,0.4,1,,,0.4,1
67054779010661,2,2002,29,215,20039,2,2002,1.3,0.7,1.6,0.8,1.2,0.4,1.2,0.8,1.2,0.8,1,2,2,1.6,1
67054779010661,2,2002,29,215,20039,3,2002,1.3,0.3,1.6,0.4,1.2,0,0.8,0,1.6,0.8,1,,,3.9,1
67054779010661,,2002,29,215,20039,4,2002,,,,,,,,,,,1,,,,2
67059493010661,1,2002,29,221,20130,2,2002,0.9,0.1,1.2,0.4,0.8,0,0.8,0,0.8,0,1,2,2,11.8,1
67059493010661,1,2002,29,221,20130,3,2002,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,1,,,2,1
67059493010661,1,2002,29,221,20130,4,2002,1.7,0.8,0.8,0.4,2.8,1.6,2.4,0.8,0.8,0.4,1,,,2,1
67068334010661,1,2002,29,99,20206,2,2002,2.3,2.2,2.4,2,2.4,2.4,1.6,1.6,2.8,2.8,1,2,2,20,1
67068334010661,1,2002,29,99,20206,3,2002,1.7,1.5,1.2,1.2,2,1.6,1.6,1.2,2,2,1,,,7.1,1
67068334010661,1,2002,29,99,20206,4,2002,1.5,1.4,2,2,1.2,1.2,1.6,1.6,1.2,0.8,1,,,20,1
67071724010661,,2002,29,105,20090,2,2002,,,,,,,,,,,1,,,,2
67071724010661,1,2002,29,105,20090,3,2002,1.2,1.2,0.8,0.8,0.8,0.8,2,2,1.2,1.2,1,,,6.3,1
67071724010661,2,2002,29,105,20090,4,2002,1.2,1.2,1.6,1.6,1.2,1.2,1.2,1.2,0.8,0.8,1,,,3.9,1
67076715010661,1,2002,29,119,20070,2,2002,3.8,3.225,3.5,2.8,3.9,3.1,3.5,3.1,4.3,3.9,1,1,2,0.8,1
67076715010661,1,2002,29,119,20070,3,2002,3.325,2.1,3.9,2.4,2.4,1.2,3.5,2.4,3.5,2.4,1,,,0.4,1
67076715010661,1,2002,29,119,20070,4,2002,2.2,1.5,2.4,1.6,2,1.2,2.4,1.6,2,1.6,1,,,1.2,1
66515078010661,1,2001,29,67,20068,3,2001,1.8,1.4,1.2,1.2,2,1.6,2.4,1.6,1.6,1.2,1,,,1.2,1
67082134010661,,2002,29,127,20089,3,2002,,,,,,,,,,,1,,,,2
67082134010661,1,2002,29,127,20089,4,2002,1.7,1.7,2,2,1.6,1.6,1.6,1.6,1.6,1.6,1,,,20,1
67085290010661,1,2002,29,137,20154,2,2002,1.7,1.5,1.6,1.2,2.4,2,1.2,1.2,1.6,1.6,1,1,2,20,1
67085290010661,1,2002,29,137,20154,3,2002,2.2,2,2.4,2,1.6,1.6,2.4,2,2.4,2.4,1,,,20,1
67085290010661,1,2002,29,137,20154,4,2002,0,0,0,0,0,0,0,0,0,0,1,,,12.6,1
67088880010661,1,2002,29,53,20072,2,2002,2.1,1.6,2,2,2,1.6,2.4,2,2,0.8,1,1,1,13.8,1
65354479010538,1,2005,10,1,198,4,2005,0.975,0.3,0.5,0.1,1.5,0.6,1.1,0.2,0.8,0.3,1,,,12,1
65361558010538,,2005,10,1,259,2,2005,,,,,,,,,,,1,,,,2
65361558010538,1,2005,10,1,259,3,2005,1.7,0.55,2.2,0.8,1.7,0.6,1.8,0.5,1.1,0.3,1,,,7.5,1
65361558010538,1,2005,10,1,259,4,2005,1.55,0.725,0.8,0.3,1.8,0.9,2.1,1.1,1.5,0.6,1,,,7.6,1
65354729010538,,2005,10,1,426,2,2005,,,,,,,,,,,1,,,,2
65354729010538,2,2005,10,1,426,3,2005,0.425,0.25,0.3,0.1,0.2,0.2,0.8,0.5,0.4,0.2,1,,,19,1
65354729010538,,2005,10,1,426,4,2005,,,,,,,,,,,1,,,,2
65354774010538,1,2005,10,1,488,2,2005,3.425,1.35,3,1.2,3.1,1.1,4.2,1.5,3.4,1.6,1,1,1,9,1
65354774010538,1,2005,10,1,488,3,2005,1.8,0.575,2.6,0.9,1.4,0.3,1.5,0.5,1.7,0.6,1,,,1.6,1
65354774010538,1,2005,10,1,488,4,2005,1.45,0.425,1.4,0.5,0.9,0.5,2.4,0.6,1.1,0.1,1,,,9,1
65356554010538,2,2005,10,5,65,2,2005,0.5,0.175,0.5,0.1,0.4,0.1,0.5,0.2,0.6,0.3,1,1,1,18.9,1
65356554010538,1,2005,10,5,65,3,2005,0.25,0.1,0.3,0.1,0.2,0.1,0.4,0.1,0.1,0.1,1,,,11,1
65356554010538,1,2005,10,5,65,4,2005,0.05,0.05,0,0,0.1,0.1,0.1,0.1,0,0,1,,,20,1
65356968010538,2,2005,10,5,167,2,2005,1.025,1.025,1,1,1.1,1.1,1.1,1.1,0.9,0.9,2,1,3,20,1
65356968010538,1,2005,10,5,167,3,2005,2.3,0.8,2,0.5,2,0.6,3.2,1.5,2,0.6,1,,,20,1
65356968010538,1,2005,10,5,167,4,2005,2.125,0.525,1.8,0.6,2.6,0.8,2,0.4,2.1,0.3,1,,,20,1
65356214010538,1,2005,10,5,190,2,2005,1.4,0.6,1,0.5,1.8,0.8,1.2,0.4,1.6,0.7,1,1,1,19,1
65356214010538,1,2005,10,5,190,3,2005,0.175,0.1,0.1,0.1,0.2,0.1,0,0,0.4,0.2,1,,,20,1
65356214010538,1,2005,10,5,190,4,2005,0.45,0.25,0.5,0.4,0.7,0.2,0.4,0.2,0.2,0.2,1,,,20,1
65357146010538,3,2005,10,5,226,2,2005,2.525,0.15,2.4,0.1,3,0.3,2.4,0.1,2.3,0.1,2,1,1,20,1
65357146010538,1,2005,10,5,226,3,2005,2.6,0.55,3.2,1,2.5,0.1,3,0.9,1.7,0.2,2,,,17.8,1
65357146010538,,2005,10,5,226,4,2005,,,,,,,,,,,2,,,,2
65355954010538,1,2005,10,5,276,2,2005,1.9,0.35,2,0.5,2.1,0.4,2,0.5,1.5,0,2,3,3,11.5,1
65355954010538,1,2005,10,5,276,3,2005,1.825,1.225,1.5,1,1.9,1.4,2,1.5,1.9,1,2,,,10.8,1
65355954010538,1,2005,10,5,276,4,2005,0.6,0.3,0.4,0.2,1,0.5,0.6,0.3,0.4,0.2,1,,,7.8,1
65356076010538,1,2005,10,5,340,2,2005,3.025,1.025,3.1,1,3.5,1.5,2.6,0.6,2.9,1,2,1,3,20,1
65356076010538,1,2005,10,5,340,3,2005,3.2,1.3,2.8,0.7,3.6,1.6,3,1.4,3.4,1.5,2,,,20,1
65356076010538,1,2005,10,5,340,4,2005,2.925,0.925,2.3,1.5,3,0.1,3.9,1.2,2.5,0.9,2,,,20,1
65355698010538,1,2005,10,5,345,2,2005,3.225,2.125,3.5,3.5,3.4,1.5,3,1.5,3,2,2,1,3,11.8,1
65355698010538,1,2005,10,5,345,3,2005,4.925,2.15,5,1,4.4,1.5,5.9,3.5,4.4,2.6,1,,,14.6,1
65355698010538,1,2005,10,5,345,4,2005,2.25,0.3,2.4,0.9,2.1,0.1,2,0.1,2.5,0.1,2,,,14,1
65356282010538,1,2005,10,5,377,2,2005,4.075,1.25,4,1,5,1.8,3.6,1,3.7,1.2,1,1,1,13.3,1
65356282010538,1,2005,10,5,377,3,2005,0.525,0.175,0.3,0.1,0.6,0.2,0.8,0.3,0.4,0.1,1,,,2,1
65356282010538,1,2005,10,5,377,4,2005,1.85,0.45,2,0.8,0.3,0.1,2.4,0.8,2.7,0.1,1,,,17.6,1
65356669010538,,2005,10,5,395,2,2005,,,,,,,,,,,1,,,,2
65356669010538,,2005,10,5,395,3,2005,,,,,,,,,,,1,,,,2
65356669010538,1,2005,10,5,395,4,2005,0.5,0.5,0.8,0.8,0.4,0.4,0.5,0.5,0.3,0.3,1,,,7,1
65355837010538,1,2005,10,5,410,2,2005,2.45,0.825,2.6,0.6,3,1.1,2,0.6,2.2,1,2,1,1,20,1
65355837010538,2,2005,10,5,410,3,2005,2.4,1.5,2.5,1.7,2.5,1.6,2.5,1.2,2.1,1.5,1,,,20,1
65355837010538,1,2005,10,5,410,4,2005,0.025,0.025,0,0,0,0,0,0,0.1,0.1,1,,,20,1
65355740010538,1,2005,10,5,457,2,2005,3.1,0.875,3.5,1,2.7,1.5,3.1,0.6,3.1,0.4,2,1,1,20,1
65355740010538,1,2005,10,5,457,3,2005,4.5,1.95,4.5,1.6,6,3.5,4,1,3.5,1.7,2,,,20,1
65355740010538,,2005,10,5,457,4,2005,,,,,,,,,,,2,,,,2
65356765010538,1,2005,10,5,494,2,2005,0.825,0.1,0.8,0.1,0.8,0.1,1,0.1,0.7,0.1,1,1,1,20,1
65356765010538,1,2005,10,5,494,3,2005,0.35,0.05,0.4,0.1,0.2,0,0.3,0,0.5,0.1,1,,,20,1
65356765010538,1,2005,10,5,494,4,2005,0.925,0.125,0.9,0.1,0.8,0.2,1,0.1,1,0.1,1,,,20,1
65356424010538,1,2005,10,5,595,2,2005,3.75,1.15,3.3,1.1,3.8,1.2,4.2,1.3,3.7,1,1,1,1,18.2,1
65356424010538,1,2005,10,5,595,3,2005,5.625,1.05,5.2,1.2,6.4,1.1,6.1,0.6,4.8,1.3,1,,,8.1,1
65356424010538,1,2005,10,5,595,4,2005,1.7,0.775,1.8,0.8,1.8,0.6,2.2,1.2,1,0.5,1,,,20,1
247050504010661,1,2012,10,5,269,2,2012,2.15,1.025,2.3,1,2,1,2.2,1,2.1,1.1,1,4,4,20,1
247050504010661,1,2012,10,5,269,3,2012,3.4,2.1,2.3,1.3,3.7,2.3,3.1,1.7,4.5,3.1,1,,,18.2,1
247050504010661,1,2012,10,5,269,4,2012,2.225,0.925,2.3,1.2,2,1,2.2,0.6,2.4,0.9,1,,,9.3,1
247050506010661,,2012,10,5,479,2,2012,,,,,,,,,,,1,,,,2
247050506010661,,2012,10,5,479,3,2012,,,,,,,,,,,1,,,,2
247050506010661,,2012,10,5,479,4,2012,,,,,,,,,,,1,,,,2
14262960020004,1,2013,10,5,105,2,2013,1,0.75,1.7,1,0.7,0.6,1,0.8,0.6,0.6,1,1,2,20,1
14262960020004,1,2013,10,5,105,3,2013,1.725,1.725,2.7,2.7,1.2,1.2,1,1,2,2,1,,,20,1
14262960020004,1,2013,10,5,105,4,2013,2.8,0.8,2.4,1.2,4.3,0.9,2.5,0.2,2,0.9,1,,,20,1
511300020126144,1,2019,10,3,71,2,2019,2.25,1.175,3.1,1.5,1.9,0.9,1.5,0.4,2.5,1.9,1,1,1,4,1
511300020126144,2,2019,10,3,71,3,2019,2.125,1.225,2.6,1.5,1.9,0.9,1.5,1,2.5,1.5,1,,,9.4,1
511300020126144,1,2019,10,3,71,4,2019,0.3,0.3,0.6,0.6,0.2,0.2,0.2,0.2,0.2,0.2,1,,,7,1
719400710290487,1,2021,10,5,359,2,2021,3.25,3.05,3.4,3.3,3.1,2.6,3.5,3.4,3,2.9,1,3,3,20,1
719400710290487,1,2021,10,5,359,3,2021,4.525,3.575,4.5,3.8,4,3.8,4.5,3,5.1,3.7,1,,,20,1
719400710290487,1,2021,10,5,359,4,2021,3.4,2.95,3.5,3.3,3,2.5,2.5,2.4,4.6,3.6,1,,,20,1
66671950010661,2,2001,17,51,20108,2,2001,1.875,0.6,1.2,0.4,2,0.4,1.2,0.8,3.1,0.8,1,1,3,4.3,1
66671950010661,,2001,17,51,20108,3,2001,,,,,,,,,,,1,,,,2
66671950010661,,2001,17,51,20108,4,2001,,,,,,,,,,,1,,,,2
66747481010661,,2001,17,81,20066,2,2001,,,,,,,,,,,1,,,,2
66747481010661,,2001,17,81,20066,3,2001,,,,,,,,,,,1,,,,2
66747481010661,,2001,17,81,20066,4,2001,,,,,,,,,,,1,,,,2
66751026010661,1,2001,17,87,20026,2,2001,1.4,0.8,0.8,0.4,1.6,0.8,2,1.2,1.2,0.8,1,2,2,1.2,1
66751026010661,,2001,17,87,20026,3,2001,,,,,,,,,,,1,,,,4
66751026010661,,2001,17,87,20026,4,2001,,,,,,,,,,,1,,,,7
66720069010661,,2001,17,95,20118,2,2001,,,,,,,,,,,1,,,,4
66720069010661,1,2001,17,95,20118,3,2001,1.5,0.8,0.8,0.4,1.2,0.8,2.4,1.2,1.6,0.8,1,,,5.9,1
66720069010661,,2001,17,95,20118,4,2001,,,,,,,,,,,1,,,,9
66721043010661,,2001,17,97,20032,2,2001,,,,,,,,,,,1,,,,2
66721043010661,,2001,17,97,20032,3,2001,,,,,,,,,,,1,,,,9
66721043010661,,2001,17,97,20032,4,2001,,,,,,,,,,,1,,,,2
66729240010661,1,2001,17,111,20007,2,2001,0.4,0,0.4,0,0,0,0.8,0,0.4,0,1,0,1,6.3,1
66729240010661,,2001,17,111,20007,3,2001,,,,,,,,,,,1,,,,9
66729240010661,,2001,17,111,20007,4,2001,,,,,,,,,,,1,,,,4
66685885010661,1,2001,17,135,20201,2,2001,0.8,0.3,0.4,0,1.2,0.4,0.8,0.4,0.8,0.4,1,1,2,5.9,1
66685885010661,2,2001,17,135,20201,3,2001,1.2,0.5,1.6,0.8,1.2,0.4,0.8,0.4,1.2,0.4,1,,,3.9,1
66685885010661,,2001,17,135,20201,4,2001,,,,,,,,,,,1,,,,4
66689289010661,1,2001,17,143,20026,2,2001,1,0.4,1.2,0.4,0.8,0.4,0.8,0.4,1.2,0.4,1,1,2,2,1
66689289010661,1,2001,17,143,20026,3,2001,0.8,0.4,0.8,0.4,0.8,0.4,0.8,0.4,0.8,0.4,1,,,3.1,1
66689289010661,1,2001,17,143,20026,4,2001,1.1,0.5,0.8,0.4,1.6,0.8,1.2,0.4,0.8,0.4,1,,,2,1
66697242010661,,2001,17,153,20003,2,2001,,,,,,,,,,,1,,,,2
66697242010661,,2001,17,153,20003,3,2001,,,,,,,,,,,1,,,,2
66697242010661,,2001,17,153,20003,4,2001,,,,,,,,,,,1,,,,2
66703723010661,,2001,17,169,20009,2,2001,,,,,,,,,,,1,,,,2
66703723010661,,2001,17,169,20009,3,2001,,,,,,,,,,,1,,,,2
66703723010661,2,2001,17,169,20009,4,2001,1.1,0.5,1.2,0.8,0.8,0.4,1.6,0.4,0.8,0.4,1,,,2,1
66704732010661,1,2001,17,169,20076,2,2001,0.7,0.4,0,0,0.8,0.4,1.2,0.8,0.8,0.4,1,2,2,2.4,1
66704732010661,1,2001,17,169,20076,3,2001,0.6,0.4,1.2,0.8,0,0,1.2,0.8,0,0,1,,,3.1,1
66704732010661,1,2001,17,169,20076,4,2001,1.1,0.6,0.8,0.4,1.6,0.8,1.2,0.8,0.8,0.4,1,,,2.4,1
66705574010661,,2001,17,173,20083,2,2001,,,,,,,,,,,1,,,,7
66705574010661,,2001,17,173,20083,3,2001,,,,,,,,,,,1,,,,9
66705574010661,,2001,17,173,20083,4,2001,,,,,,,,,,,1,,,,9
